,university,country,ror_id,country_code,latitude,longitude,main_field,period,num_pubs,num_pubs_oa,num_pubs_gold_oa,num_pubs_hybrid_oa,num_pubs_bronze_oa,num_pubs_green_oa,prop_pubs_oa,prop_pubs_gold_oa,prop_pubs_hybrid_oa,prop_pubs_bronze_oa,prop_pubs_green_oa,num_pubs_top_1,num_pubs_top_10,prop_pubs_top_1,prop_pubs_top_10,ISO-3,geometry,English Institution Name,Foundation year,Total third party funding (EURO),Total academic personnel (HC),Total students enrolled ISCED 5-7,ETER_year,ranking,English Institution Namethe,location,overall score,teaching score,research score,citations score,industry income score,intl outlook score
212,Tilburg University,Netherlands,04b8v1s79,NL,51.562812,5.042212,All sciences,2018-2021,3846.0,3053.0,754.0,1385.0,203.0,711.0,0.793811752470099,0.196047841913677,0.360114404576183,0.0527821112844514,0.184867394695788,64.1711904761923,573.470045909944,0.0166851769308872,0.149108176263636,NLD,POINT (51.562812 5.042212),Tilburg University,1927,49037391.0,1319.0,20249.0,2021,242.0,Tilburg University,Netherlands,51.8,36.5,50.2,61.9,51.2,79.8
102,University of Dundee,United Kingdom,03h2bxq36,GB,56.458257,-2.982186,All sciences,2018-2021,4920.0,4507.0,1346.0,1201.0,516.0,1444.0,0.916056910569106,0.273577235772358,0.244105691056911,0.104878048780488,0.29349593495935,149.116666666665,856.206102899922,0.0303082655826556,0.174025630670716,GBR,POINT (56.458257 -2.982186),University of Dundee,1881,101407631.45649138,1445.0,17375.0,2021,213.0,University of Dundee,United Kingdom,51.6,23.9,32.1,91.5,49.3,80.9
405,"St George's, University of London",United Kingdom,040f08y74,GB,51.4269248212883,-0.173913287794645,All sciences,2018-2021,3895.0,3361.0,1171.0,735.0,623.0,832.0,0.862901155327343,0.300641848523748,0.188703465982028,0.1599486521181,0.213607188703466,131.174500000002,736.795976886117,0.033677663671374,0.189164564027244,GBR,POINT (51.4269248212883 -0.173913287794645),"St George's, University of London",1733,28180549.09260121,480.0,4740.0,2021,236.0,"St George’s, University of London",United Kingdom,51.3,22.5,26.9,99.3,36.4,76.6
358,University of Reading,United Kingdom,05v62cm79,GB,51.441461,-0.941944,All sciences,2018-2021,6814.0,6170.0,1760.0,1494.0,526.0,2390.0,0.905488699735838,0.258291752274728,0.219254476078662,0.0771940123275609,0.350748459054887,153.981083333333,1137.73987130124,0.0225977521768907,0.166970923290466,GBR,POINT (51.441461 -0.941944),University of Reading,1860,67461610.05118659,1690.0,18335.0,2021,235.0,University of Reading,United Kingdom,51.2,34.3,35.5,74.7,38.2,91.9
305,Chalmers University of Technology,Sweden,040wg7k59,SE,57.689147,11.978615,All sciences,2018-2021,9676.0,7092.0,2129.0,2641.0,609.0,1713.0,0.732947498966515,0.220028937577511,0.272943365026871,0.0629392310872261,0.177035965274907,175.241380952383,1437.38277174184,0.0181109323018172,0.148551340609946,SWE,POINT (57.689147 11.978615),Chalmers University of Technology,1937,178484724.56807774,1534.0,11408.999999999987,2021,209.0,Chalmers University of Technology,Sweden,51.2,38.8,42.6,61.6,78.9,84.0
312,KTH Royal Institute of Technology,Sweden,026vcq606,SE,59.34979,18.070622,All sciences,2018-2021,12892.0,9273.0,3164.0,3401.0,655.0,2053.0,0.719283276450512,0.245423518461061,0.263807012100527,0.0508067018305926,0.159246044058331,246.467750000001,1875.94663145029,0.0191178831833696,0.145512459777404,SWE,POINT (59.34979 18.070622),KTH Royal Institute of Technology,1877,199514399.9517075,2108.0,15892.99999999991,2021,223.0,KTH Royal Institute of Technology,Sweden,50.9,41.3,44.1,58.0,51.0,88.7
359,University of St Andrews,United Kingdom,02wn5qz54,GB,56.341687,-2.792763,All sciences,2018-2021,6331.0,5757.0,1439.0,1303.0,749.0,2266.0,0.909335018164587,0.22729426630864,0.205812667824988,0.118306744590112,0.357921339440847,163.948749999998,1024.01793388141,0.0258961854367396,0.161746633056612,GBR,POINT (56.341687 -2.792763),University of St Andrews,1413,71497208.00372265,1350.0,10700.0,2021,240.0,University of St Andrews,United Kingdom,50.9,43.3,44.0,55.6,36.7,95.4
206,University of Twente,Netherlands,006hf6230,NL,52.241079,6.852438,All sciences,2018-2021,9073.0,8211.0,2260.0,2692.0,361.0,2898.0,0.904992835886697,0.249090708696131,0.296704507880525,0.039788383114736,0.319409236195305,177.074416666666,1304.69893407925,0.0195166336015283,0.143800169081809,NLD,POINT (52.241079 6.852438),University of Twente,1961,88300000.0,2142.0,12609.0,2021,244.0,University of Twente,Netherlands,50.8,37.6,46.6,54.7,86.7,92.9
91,University of Bath,United Kingdom,002h8g185,GB,51.37781,-2.326421,All sciences,2018-2021,8057.0,7188.0,1641.0,1802.0,534.0,3211.0,0.892143477721236,0.203673824003972,0.223656447809358,0.0662777708824625,0.398535435025444,153.402999999998,1288.52366700967,0.0190397170162589,0.159925985727897,GBR,POINT (51.37781 -2.326421),University of Bath,1856,55139599.81386691,1525.0,17615.0,2021,205.0,University of Bath,United Kingdom,50.6,30.0,32.2,80.5,36.5,91.8
367,Vita-Salute San Raffaele University,Italy,01gmqr298,IT,45.506948,9.267294,All sciences,2018-2021,5997.0,3700.0,1648.0,594.0,899.0,559.0,0.616975154243789,0.274804068701017,0.0990495247623812,0.149908287477072,0.0932132733033183,188.872454545453,1086.44090361567,0.0314944896690768,0.181164065968929,ITA,POINT (45.506948 9.267294),Vita-Salute San Raffaele University,1996,,396.0,4924.0,2021,295.0,Vita-Salute San Raffaele University,Italy,50.2,36.2,21.5,96.1,34.3,43.1
70,Friedrich Schiller University Jena,Germany,05qpz1x62,DE,50.929551,11.589862,All sciences,2018-2021,9120.0,6078.0,2752.0,1698.0,645.0,983.0,0.666447368421053,0.301754385964912,0.186184210526316,0.0707236842105263,0.107785087719298,195.37533333333,1263.3350999876,0.0214227339181282,0.138523585524956,DEU,POINT (50.929551 11.589862),Friedrich-Schiller-University of Jena,1558,107912917.0,5370.0,16428.0,2021,264.0,Friedrich Schiller University Jena,Germany,50.2,39.5,37.2,71.1,49.1,61.5
50,Ruhr-Universität Bochum,Germany,04tsk2644,DE,51.445693,7.261609,All sciences,2018-2021,10308.0,6626.0,2568.0,1928.0,819.0,1311.0,0.642801707411719,0.249126891734575,0.187039192859915,0.0794528521536671,0.127182770663562,153.209642857143,1377.60027753072,0.0148631783912634,0.133643798751525,DEU,POINT (51.445693 7.261609),Ruhr-University Bochum,1965,155416698.0,5680.0,38299.0,2021,283.0,Ruhr University Bochum,Germany,50.1,39.5,45.2,63.6,53.9,57.5
157,University College Dublin,Ireland,05m7pjf47,IE,53.306964,-6.221158,All sciences,2018-2021,13109.0,8929.0,3314.0,2113.0,1251.0,2251.0,0.681135098024258,0.252803417499428,0.161186970783431,0.095430620184606,0.171714089556793,261.769571428571,1990.68365137148,0.0199686910846419,0.15185625534911,IRL,POINT (53.306964 -6.221158),University College Dublin,1854,206373000.0,,26235.0,2021,294.0,University College Dublin,Ireland,50.1,29.0,37.8,73.3,44.0,93.1
10,Vrije Universiteit Brussel,Belgium,006e5kg04,BE,50.823079,4.392503,All sciences,2018-2021,8662.0,6173.0,2582.0,1007.0,646.0,1938.0,0.712652966982221,0.298083583468021,0.116254906488109,0.0745786192565227,0.223735857769568,185.886333333333,1310.80996670032,0.0214599784499345,0.15132878858235,BEL,POINT (50.823079 4.392503),Vrije Universiteit Brussel,1970,86722727.74000001,1574.0,15963.0,2021,296.0,Vrije Universiteit Brussel,Belgium,50.0,36.6,43.0,63.3,54.8,76.3
183,University of Padova,Italy,00240q980,IT,45.406751,11.877371,All sciences,2018-2021,25145.0,16804.0,7710.0,2723.0,2423.0,3948.0,0.668283953072181,0.306621594750447,0.108291906939749,0.096361105587592,0.157009345794393,468.348709956708,3639.98988476285,0.0186259180734424,0.144759987463227,ITA,POINT (45.406751 11.877371),University of Padova,1222,,3559.0,71236.0,2021,280.0,University of Padua,Italy,50.0,40.0,32.8,78.5,38.3,48.8
109,University of Surrey,United Kingdom,00ks66431,GB,51.242762,-0.589697,All sciences,2018-2021,7944.0,6364.0,1801.0,1403.0,512.0,2648.0,0.80110775427996,0.22671198388721,0.176611278952669,0.0644511581067472,0.333333333333333,169.208273809524,1305.22170718987,0.0213001351723973,0.164302833231353,GBR,POINT (51.242762 -0.589697),University of Surrey,1894,50574685.9004188,1635.0,14505.0,2021,290.0,University of Surrey,United Kingdom,50.0,30.8,34.5,74.0,43.1,94.5
75,University of Konstanz,Germany,0546hnb39,DE,47.688748,9.187242,All sciences,2018-2021,3896.0,3094.0,1003.0,812.0,288.0,991.0,0.794147843942505,0.257443531827515,0.208418891170431,0.0739219712525667,0.254363449691992,88.8963333333321,604.076427384827,0.0228173340177957,0.155050417706578,DEU,POINT (47.688748 9.187242),University of Konstanz,1966,74726422.0,2466.0,10176.0,2021,271.0,University of Konstanz,Germany,49.9,39.0,44.4,59.9,69.6,69.6
73,Kiel University,Germany,04v76ef78,DE,54.345329,10.111548,All sciences,2018-2021,11966.0,8313.0,3654.0,2271.0,961.0,1427.0,0.694718368711349,0.305365201403978,0.18978773190707,0.0803108808290155,0.119254554571285,257.439166666668,1837.33105770025,0.0215142208479582,0.153545968385446,DEU,POINT (54.345329 10.111548),University of Kiel,1665,77573106.0,3815.0,25819.0,2021,270.0,University of Kiel,Germany,49.0,30.2,30.3,85.9,33.3,56.4
293,University of Navarra,Spain,02rxc7m23,ES,42.801557,-1.657551,All sciences,2018-2021,5257.0,3439.0,1716.0,579.0,481.0,663.0,0.654175385200685,0.326421913638958,0.110138862469089,0.0914970515503139,0.126117557542325,134.199047619048,859.907647786709,0.0255276864407547,0.1635738344658,ESP,POINT (42.801557 -1.657551),University of Navarra,1952,,1305.0,12097.0,2021,275.0,University of Navarra,Spain,48.9,29.0,27.9,83.3,63.4,69.5
83,University of Potsdam,Germany,03bnmw459,DE,52.401058,13.011878,All sciences,2018-2021,6965.0,4980.0,1872.0,1357.0,578.0,1173.0,0.715003589375449,0.268772433596554,0.194831299353912,0.0829863603732951,0.168413496051687,152.380440476191,1057.67436630271,0.0218780244761222,0.151855616123864,DEU,POINT (52.401058 13.011878),University of Potsdam,1991,57975862.0,3421.0,19872.0,2021,281.0,University of Potsdam,Germany,48.9,36.4,40.3,66.6,65.3,56.6
34,University of Southern Denmark,Denmark,03yrrjy16,DK,55.369176,10.428661,All sciences,2018-2021,14655.0,11690.0,4422.0,1813.0,1509.0,3946.0,0.797679972705561,0.301740020470829,0.123712043671102,0.102968270214944,0.269259638348686,297.718,2187.70345411458,0.0203151142954623,0.149280344873052,DNK,POINT (55.369176 10.428661),University of Southern Denmark,1998,102288422.75110932,,20764.0,2021,285.0,University of Southern Denmark,Denmark,48.6,21.1,30.2,85.2,71.1,78.4
136,Swansea University,United Kingdom,053fq8t95,GB,51.607725,-3.978611,All sciences,2018-2021,6650.0,5849.0,1663.0,1195.0,382.0,2609.0,0.879548872180451,0.250075187969925,0.179699248120301,0.0574436090225564,0.392330827067669,166.909238095239,1076.72988080681,0.0250991335481563,0.161914267790498,GBR,POINT (51.607725 -3.978611),Swansea University,1920,91042345.27687296,1685.0,21385.0,2021,291.0,Swansea University,United Kingdom,48.5,20.7,21.6,95.7,36.0,83.3
61,Goethe University Frankfurt,Germany,04cvxnb49,DE,50.124708,8.667731,All sciences,2018-2021,13781.0,9775.0,4207.0,2616.0,1133.0,1819.0,0.709309919454321,0.3052753791452,0.189826572817647,0.0822146433495392,0.131993324141935,336.832940476189,2226.17026682324,0.0244418358955221,0.16153909490046,DEU,POINT (50.124708 8.667731),Frankfurt University,1914,164736218.0,5430.0,42038.0,2021,266.0,Goethe University Frankfurt,Germany,48.2,33.1,31.1,77.9,41.6,61.0
36,University of Tartu,Estonia,03z77qz90,EE,58.381067,26.719716,All sciences,2018-2021,5462.0,3616.0,1554.0,707.0,415.0,940.0,0.662028560966679,0.284511168070304,0.129439765653607,0.0759794946905895,0.172098132552179,146.104499999999,830.776305424118,0.0267492676675209,0.152101117800095,EST,POINT (58.381067 26.719716),University of Tartu,1632,88362706.78999999,2125.0,12580.0,2021,292.0,University of Tartu,Estonia,48.0,25.6,28.3,87.8,41.7,59.3
97,University of Essex,United Kingdom,02nkf1q06,GB,51.877726,0.946842,All sciences,2018-2021,3837.0,3272.0,752.0,681.0,202.0,1637.0,0.852749543914517,0.195986447745635,0.177482408131353,0.0526452958040136,0.426635392233516,66.7829999999996,599.690973949616,0.017405003909304,0.156291627299874,GBR,POINT (51.877726 0.946842),University of Essex,1964,41290134.946486734,1500.0,17240.0,2021,309.0,University of Essex,United Kingdom,47.9,30.8,34.8,67.2,34.4,96.5
450,Tampere University,Finland,033003e23,FI,61.4942301633577,23.7792353984912,All sciences,2018-2021,8940.0,6696.0,2453.0,1926.0,624.0,1693.0,0.748993288590604,0.274384787472036,0.215436241610738,0.0697986577181208,0.189373601789709,137.990714285714,1119.13392590747,0.0154352029402364,0.125182765761462,FIN,POINT (61.4942301633577 23.7792353984912),Tampere University,2019,101766913.0,2251.4001000000044,18827.0,2021,339.0,Tampere University,Finland,47.8,26.0,32.8,83.3,54.0,51.6
55,Technische Universität Darmstadt,Germany,05n911h24,DE,49.874764,8.656172,All sciences,2018-2021,7424.0,4305.0,1509.0,1298.0,253.0,1245.0,0.579876077586207,0.203259698275862,0.174838362068966,0.0340786637931034,0.167699353448276,88.021596153848,813.846197720393,0.0118563572405506,0.109623679649837,DEU,POINT (49.874764 8.656172),Technical University of Darmstadt,1877,157713454.0,3439.0,24192.0,2021,340.0,Technical University of Darmstadt,Germany,47.7,44.3,44.6,48.1,87.4,58.2
78,Johannes Gutenberg University Mainz,Germany,023b0x485,DE,49.994503,8.239474,All sciences,2018-2021,11910.0,8323.0,3656.0,2272.0,933.0,1462.0,0.698824517212427,0.306968933669186,0.190764063811923,0.0783375314861461,0.122753988245172,273.101249999996,1984.71043878909,0.0229304156171281,0.166642354222426,DEU,POINT (49.994503 8.239474),Johannes Gutenberg University Mainz,1477,99242227.0,3910.0,28918.0,2021,314.0,Johannes Gutenberg University of Mainz,Germany,47.2,34.3,25.9,77.5,64.4,57.4
41,University of Oulu,Finland,03yj89h83,FI,65.059309,25.466272,All sciences,2018-2021,8155.0,6975.0,2047.0,1753.0,594.0,2581.0,0.855303494788473,0.251011649294911,0.214960147148988,0.072838749233599,0.316492949110975,148.929999999999,1126.38990087177,0.018262415695892,0.138122612001444,FIN,POINT (65.059309 25.466272),University of Oulu,1958,81306773.0,1903.3420000000012,12186.0,2021,325.0,University of Oulu,Finland,47.1,31.4,32.8,74.6,51.0,55.4
96,University of Kent,United Kingdom,00xkeyj56,GB,51.298617,1.071602,All sciences,2018-2021,4836.0,4305.0,1033.0,1038.0,317.0,1917.0,0.890198511166253,0.213606286186931,0.214640198511166,0.065550041356493,0.396401985111663,105.589507936508,740.54718549286,0.021834058713091,0.153132172351708,GBR,POINT (51.298617 1.071602),University of Kent,1965,28586551.884597488,1435.0,16990.0,2021,315.0,University of Kent,United Kingdom,46.7,26.4,30.0,73.7,33.8,91.1
135,"Royal Holloway, University of London",United Kingdom,04g2vpn86,GB,51.424722,-0.566944,All sciences,2018-2021,3311.0,2440.0,653.0,759.0,195.0,833.0,0.736937481123528,0.197221383267895,0.229235880398671,0.0588945937783147,0.251585623678647,62.4934090909092,492.314679557884,0.0188744817550315,0.148690631095706,GBR,POINT (51.424722 -0.566944),"Royal Holloway, University of London",1985,26671707.771056306,1165.0,11900.0,2021,331.0,"Royal Holloway, University of London",United Kingdom,46.4,32.3,31.4,65.1,35.7,91.9
155,University College Cork,Ireland,03265fv13,IE,51.892123,-8.493317,All sciences,2018-2021,7390.0,5217.0,1930.0,1166.0,685.0,1436.0,0.70595399188092,0.261163734776725,0.157780784844384,0.0926928281461434,0.194316644113667,159.11516666667,1050.83814778986,0.0215311456923775,0.142197313638682,IRL,POINT (51.892123 -8.493317),University College Cork,1845,138963000.0,,21100.0,2021,348.0,University College Cork,Ireland,46.3,23.7,23.5,82.9,44.8,82.5
134,University of Stirling,United Kingdom,045wgfr59,GB,56.1455,-3.9195,All sciences,2018-2021,3160.0,2869.0,907.0,650.0,191.0,1121.0,0.907911392405063,0.287025316455696,0.205696202531646,0.0604430379746835,0.354746835443038,83.1193333333334,539.109720766685,0.0263035864978903,0.170604342014774,GBR,POINT (56.1455 -3.9195),University of Stirling,1967,22144020.474639367,995.0,14340.0,2021,335.0,University of Stirling,United Kingdom,46.1,23.4,26.5,80.0,34.2,83.4
283,Universidad Autónoma de Madrid,Spain,01cby8j38,ES,40.546698,-3.694383,All sciences,2018-2021,14264.0,10123.0,4528.0,1547.0,1135.0,2913.0,0.709688726864835,0.317442512619181,0.108454851374089,0.0795709478407179,0.204220415030847,256.083833333339,1950.92793215958,0.0179531571321746,0.136772849983145,ESP,POINT (40.546698 -3.694383),Autonomous University of Madrid,1968,,3008.0,26314.0,2021,302.0,Autonomous University of Madrid,Spain,46.0,32.7,29.0,75.4,36.1,53.3
65,University of Greifswald,Germany,00r1edq15,DE,54.097571,13.372212,All sciences,2018-2021,4441.0,3136.0,1486.0,868.0,343.0,439.0,0.706147264129701,0.334609322224724,0.195451474893042,0.077234857014186,0.0988516099977483,94.0215000000003,640.324536021033,0.0211712452150417,0.144184763796675,DEU,POINT (54.097571 13.372212),University of Greifswald,1456,26682435.0,2461.0,9412.0,2021,310.0,University of Greifswald,Germany,45.9,31.3,25.7,80.8,40.0,47.4
375,Philipps-Universität Marburg,Germany,01rdrb571,DE,50.810747,8.774228,All sciences,2018-2021,6015.0,3848.0,1703.0,1113.0,439.0,593.0,0.63973399833749,0.283125519534497,0.185037406483791,0.0729842061512885,0.0985868661679135,135.154999999998,831.581751667845,0.0224696591853696,0.138251330285593,DEU,POINT (50.810747 8.774228),Philipps University of Marburg,1527,73173949.0,2333.0,21055.0,2021,320.0,University of Marburg,Germany,45.8,34.4,29.0,72.6,39.1,53.4
453,University of Montpellier (EPE),France,051escj72,FR,43.6159761728985,3.87212252674079,All sciences,2018-2021,21038.0,16564.0,5949.0,3956.0,1718.0,4941.0,0.787337199353551,0.282774027949425,0.188040688278353,0.0816617549196692,0.234860728206103,430.63362698413,3138.18142186873,0.0204693234615519,0.149167288804484,FRA,POINT (43.6159761728985 3.87212252674079),University of Montpellier,2015,,,48278.0,2021,321.0,Montpellier University,France,45.8,36.8,29.7,67.5,36.9,61.9
195,University of Trento,Italy,05trd4x28,IT,46.066789,11.123095,All sciences,2018-2021,6811.0,4834.0,1973.0,812.0,381.0,1668.0,0.709734253413596,0.289678461312583,0.119218910585817,0.0559389223315225,0.244897959183673,112.718416666665,943.588899090944,0.0165494665492094,0.138538966244449,ITA,POINT (46.066789 11.123095),University of Trento,1962,,881.0,16615.0,2021,345.0,University of Trento,Italy,45.8,28.1,31.8,74.9,39.8,58.2
159,"National University of Ireland, Galway",Ireland,03bea9k73,IE,53.278558,-9.06054,All sciences,2018-2021,6703.0,4612.0,1745.0,1026.0,590.0,1251.0,0.688050126808892,0.260331194987319,0.15306579143667,0.0880202894226466,0.186632850962256,133.311166666666,958.38343448459,0.019888283853001,0.142978283527464,IRL,POINT (53.278558 -9.06054),University of Galway,1845,90109000.0,,17905.0,2021,322.0,"National University of Ireland, Galway",Ireland,45.6,26.8,31.9,69.6,45.8,80.2
116,"City, University London",United Kingdom,04489at23,GB,51.528053,-0.101626,All sciences,2018-2021,3466.0,3130.0,728.0,557.0,205.0,1640.0,0.903058280438546,0.210040392383151,0.160703981534911,0.0591459896133872,0.473167916907098,63.2166666666666,529.776532892581,0.0182390844393152,0.152849547862834,GBR,POINT (51.528053 -0.101626),"City, University of London",1894,18528385.29548627,1750.0,20205.0,2021,359.0,"City, University of London",United Kingdom,45.5,27.0,28.1,69.8,34.4,95.1
15,University of Liège,Belgium,00afp2z80,BE,50.583128,5.558957,All sciences,2018-2021,9051.0,6760.0,2470.0,1057.0,912.0,2321.0,0.746878797922881,0.272898022317976,0.116782675947409,0.100762346702022,0.256435752955475,206.663333333336,1278.34879276342,0.0228332044341328,0.141238403796644,BEL,POINT (50.583128 5.558957),University of Liège,1817,,,23681.0,2021,376.0,University of Liège,Belgium,45.5,28.2,37.3,60.3,98.1,71.1
87,University of Stuttgart,Germany,04vnq7t77,DE,48.781556,9.174732,All sciences,2018-2021,7395.0,4360.0,1859.0,1071.0,305.0,1125.0,0.589587559161596,0.251386071670047,0.144827586206897,0.0412440838404327,0.152129817444219,104.436666666666,797.575346618519,0.0141226053639846,0.107853326114742,DEU,POINT (48.781556 9.174732),University of Stuttgart,1829,210378545.0,5041.0,20814.0,2021,390.0,University of Stuttgart,Germany,45.4,39.3,43.5,47.4,96.2,52.8
371,Swedish University of Agricultural Sciences,Sweden,02yy8x990,SE,59.815039,17.662783,All sciences,2018-2021,7695.0,6089.0,2559.0,2287.0,457.0,786.0,0.791293047433398,0.332553606237817,0.297205977907732,0.0593892137751787,0.102144249512671,149.630797619044,1177.03037400422,0.0194451978712208,0.152960412476182,SWE,POINT (59.815039 17.662783),Swedish University of Agricultural Sciences,1977,149208692.65263885,2083.0,6630.999999999991,2021,391.0,Swedish University of Agricultural Sciences,Sweden,45.3,29.5,27.9,74.2,89.5,48.1
45,University of Bayreuth,Germany,0234wmv40,DE,49.926968,11.586976,All sciences,2018-2021,4398.0,2698.0,1004.0,813.0,167.0,714.0,0.613460663938154,0.228285584356526,0.184856753069577,0.0379718053660755,0.162346521145975,64.5154166666662,537.619177658316,0.0146692625435803,0.12224174116833,DEU,POINT (49.926968 11.586976),University of Bayreuth,1975,52800664.0,2035.0,12383.0,2021,353.0,University of Bayreuth,Germany,45.2,36.4,38.0,56.2,62.7,59.1
423,Aix-Marseille University,France,035xkbk20,FR,43.292179,5.359142,All sciences,2018-2021,20676.0,16737.0,5433.0,3900.0,2292.0,5112.0,0.809489262913523,0.262768427161927,0.188624492164829,0.110853163087638,0.247243180499129,419.127404761913,2863.07054182808,0.0202712035578406,0.138473135124206,FRA,POINT (43.292179 5.359142),Aix-Marseille University,2012,,2804.0,72769.0,2021,351.0,Aix-Marseille University,France,45.1,40.6,25.4,66.3,37.0,60.1
120,Loughborough University,United Kingdom,04vg4w365,GB,52.769246,-1.224675,All sciences,2018-2021,7813.0,6913.0,1513.0,1515.0,508.0,3377.0,0.884807372328171,0.193651606297197,0.193907589914245,0.0650198387303213,0.432228337386407,142.297500000001,1149.79988471627,0.0182129143734802,0.147164966685815,GBR,POINT (52.769246 -1.224675),Loughborough University,1909,72422056.77059098,1590.0,17820.0,2021,377.0,Loughborough University,United Kingdom,45.1,33.5,35.4,57.6,37.7,83.3
42,University of Turku,Finland,05vghhr25,FI,60.456361,22.285114,All sciences,2018-2021,9891.0,7510.0,2529.0,2233.0,1069.0,1679.0,0.759276109594581,0.255686988171065,0.225760792639773,0.10807805075321,0.169750278030533,181.015500000001,1369.49725415606,0.0183010312405218,0.13845892772784,FIN,POINT (60.456361 22.285114),University of Turku,1920,84529362.0,1877.0181,14882.0,2021,394.0,University of Turku,Finland,45.0,27.0,30.8,75.6,35.8,54.0
314,Umeå University,Sweden,05kb8h459,SE,63.821618,20.311664,All sciences,2018-2021,8914.0,7179.0,2869.0,2630.0,750.0,930.0,0.805362351357415,0.321853264527709,0.295041507740633,0.0841373120933363,0.104330266995737,160.437857142861,1193.436851457,0.0179984134106867,0.133883425112969,SWE,POINT (63.821618 20.311664),Umeå university,1965,122905829.59641255,2335.0,29732.999999999894,2021,396.0,Umeå University,Sweden,44.9,23.0,28.7,79.3,35.2,63.5
137,Brunel University London,United Kingdom,00dn4t376,GB,51.532729,-0.475191,All sciences,2018-2021,4821.0,3865.0,1220.0,1060.0,178.0,1407.0,0.801700891931135,0.25305953121759,0.219871395975939,0.0369218004563369,0.291848164281269,111.545499999999,775.28914700557,0.0231374196224847,0.160815006638782,GBR,POINT (51.532729 -0.475191),Brunel University London,1928,26693811.074918564,1320.0,17930.0,2021,356.0,Brunel University London,United Kingdom,44.7,28.7,26.2,67.1,36.0,96.0
446,Universidade de Lisboa,Portugal,01c27hj86,PT,38.752515,-9.158452,All sciences,2018-2021,21899.0,13173.0,6424.0,1711.0,1180.0,3858.0,0.601534316635463,0.293346728161103,0.0781314215260971,0.0538837389835152,0.176172427964747,325.501976190481,2618.04583351505,0.0148637826471748,0.119550930796614,PRT,POINT (38.752515 -9.158452),Universidade de Lisboa,2013,25322124.500000004,4405.0,42879.0,2021,385.0,NOVA University of Lisbon,Portugal,44.7,25.1,28.2,76.6,45.5,61.2
177,University of Milan,Italy,00wjc7c48,IT,45.460121,9.194649,All sciences,2018-2021,27633.0,19814.0,8928.0,2918.0,2868.0,5100.0,0.717041218832555,0.323091955270872,0.105598378750045,0.10378894799696,0.184561936814678,555.413178571439,4133.03085791749,0.0200996337195179,0.14956866275531,ITA,POINT (45.460121 9.194649),University of Milan,1924,,3064.0,65299.0,2021,379.0,University of Milan,Italy,44.6,33.1,29.0,72.8,37.5,43.1
175,Politecnico di Milano,Italy,01nffqt88,IT,45.478628,9.228238,All sciences,2018-2021,14018.0,9403.0,3526.0,1604.0,470.0,3803.0,0.670780425167642,0.251533742331288,0.114424311599372,0.0335283207304894,0.271294050506492,227.578404761902,1768.39071044413,0.0162347271195536,0.126151427482104,ITA,POINT (45.478628 9.228238),Politecnico di Milano,1863,,2409.0,49267.0,2021,389.0,Polytechnic University of Milan,Italy,44.6,32.0,34.4,60.8,75.0,60.5
318,University of Fribourg,Switzerland,022fs9h90,CH,46.806436,7.151909,All sciences,2018-2021,3322.0,2737.0,1060.0,552.0,210.0,915.0,0.823901264298615,0.319084888621312,0.166164960866948,0.0632149307645996,0.275436484045756,67.3112500000017,497.47803195118,0.0202622667068036,0.149752568317634,CHE,POINT (46.806436 7.151909),University of Fribourg,1889,59188195.28258256,1070.0,9300.0,2021,363.0,University of Fribourg,Switzerland,44.6,29.5,32.2,60.7,53.6,86.7
12,Hasselt University,Belgium,04nbhqj75,BE,50.933546,5.34229,All sciences,2018-2021,3708.0,2904.0,1057.0,433.0,298.0,1116.0,0.783171521035599,0.285059331175836,0.116774541531823,0.0803667745415318,0.300970873786408,70.1160476190518,540.641932423095,0.0189093979555156,0.145804188895117,BEL,POINT (50.933546 5.34229),Hasselt University,1973,27861094.37,594.0,4405.0,2021,366.0,Hasselt University,Belgium,44.5,29.9,37.9,59.0,54.9,68.4
104,Heriot-Watt University,United Kingdom,04mghma93,GB,55.909654,-3.3205,All sciences,2018-2021,4191.0,2816.0,896.0,816.0,134.0,970.0,0.671916010498688,0.213791457885946,0.194702934860415,0.0319732760677643,0.231448341684562,61.9794696969694,589.659738137998,0.0147887066802599,0.140696668608446,GBR,POINT (55.909654 -3.3205),Heriot-Watt University,1821,,865.0,11040.0,2021,367.0,Heriot-Watt University,United Kingdom,44.3,28.8,25.0,66.8,44.4,94.0
40,Lappeenranta–Lahti University of Technology,Finland,0208vgz68,FI,61.0651106727788,28.094349327311,All sciences,2018-2021,2393.0,1679.0,571.0,466.0,43.0,599.0,0.701629753447555,0.238612620142081,0.194734642707898,0.0179690764730464,0.25031341412453,45.5066666666675,370.55555374517,0.0190165761248088,0.154849792622303,FIN,POINT (61.0651106727788 28.094349327311),Lappeenranta-Lahti University of Technology (LUT University),1969,26743115.0,633.4202000000002,5900.0,2021,375.0,Lappeenranta-Lahti University of Technology LUT,Finland,44.1,27.2,31.6,68.1,54.9,62.1
