,university,country,ror_id,country_code,latitude,longitude,main_field,period,num_pubs,num_pubs_oa,num_pubs_gold_oa,num_pubs_hybrid_oa,num_pubs_bronze_oa,num_pubs_green_oa,prop_pubs_oa,prop_pubs_gold_oa,prop_pubs_hybrid_oa,prop_pubs_bronze_oa,prop_pubs_green_oa,num_pubs_top_1,num_pubs_top_10,prop_pubs_top_1,prop_pubs_top_10,ISO-3,geometry,English Institution Name,Foundation year,Total third party funding (EURO),Total academic personnel (HC),Total students enrolled ISCED 5-7,ETER_year,ranking,English Institution Namethe,location,overall score,teaching score,research score,citations score,industry income score,intl outlook score
127,University of Oxford,United Kingdom,052gg0110,GB,51.756647,-1.254714,All sciences,2018-2021,51915.0,45283.0,14834.0,12027.0,5399.0,13023.0,0.872252720793605,0.285736299720697,0.231667148223057,0.103996918039102,0.250852354810748,1744.34585137085,10753.8765518281,0.0336000356615786,0.207143918941117,GBR,POINT (51.756647 -1.254714),University of Oxford,1096,907341786.8776176,6950.0,22225.0,2021,1.0,University of Oxford,United Kingdom,95.6,91.3,99.6,98.0,68.7,96.4
95,University of Cambridge,United Kingdom,013meh722,GB,52.204293,0.114812,All sciences,2018-2021,41514.0,34851.0,10556.0,9906.0,4140.0,10249.0,0.839499927735222,0.254275666040372,0.238618297441827,0.0997253938430409,0.246880570409982,1381.1975537518,8621.37723135907,0.0332706449330779,0.207673970982297,GBR,POINT (52.204293 0.114812),University of Cambridge,1209,1714517217.310377,6130.0,18205.0,2021,6.0,University of Cambridge,United Kingdom,94.0,90.3,99.2,95.6,52.1,95.7
117,Imperial College London,United Kingdom,041kmwe10,GB,51.498795,-0.17489,All sciences,2018-2021,40286.0,34338.0,11166.0,8563.0,4080.0,10529.0,0.852355657052078,0.277168247033709,0.212555230104751,0.101275877476046,0.261356302437571,1354.25698809522,8337.27562619532,0.0336160698032871,0.206952182549653,GBR,POINT (51.498795 -0.17489),Imperial College London,1907,485894602.14053047,4440.0,17370.0,2021,11.0,Imperial College London,United Kingdom,89.4,82.3,88.2,97.2,69.6,97.4
322,Eidgenössische Technische Hochschule Zürich,Switzerland,05a28rw58,CH,47.375723,8.54793,All sciences,2018-2021,25624.0,19649.0,6288.0,5373.0,1784.0,6204.0,0.766820168591945,0.245394942241648,0.209686231657821,0.0696222291601624,0.242116765532313,774.682273809525,5176.3376720865,0.0302326831802031,0.202011304717706,CHE,POINT (47.375723 8.54793),Federal Institute of Technology Zurich,1855,361059577.430395,3647.0,19431.0,2021,14.0,ETH Zurich,Switzerland,87.9,80.4,92.3,90.5,62.8,98.0
404,London School of Economics and Political Science,United Kingdom,0090zs177,GB,51.514401,-0.117398,All sciences,2018-2021,5166.0,4448.0,812.0,1279.0,414.0,1943.0,0.861014324428959,0.157181571815718,0.247580332946187,0.0801393728222996,0.376113046844754,149.912063492062,930.061869660871,0.0290189824800739,0.18003520512212,GBR,POINT (51.514401 -0.117398),London School of Economics and Political Science,1895,65338529.54862727,1830.0,12425.0,2021,27.0,London School of Economics and Political Science,United Kingdom,81.4,68.5,82.5,94.3,34.1,92.8
105,The University of Edinburgh,United Kingdom,01nrxwf90,GB,55.944522,-3.189327,All sciences,2018-2021,27269.0,24281.0,7589.0,5987.0,2637.0,8068.0,0.890425024753383,0.278301367853607,0.219553338956324,0.0967032161062012,0.295867101837251,724.551358585858,4913.57399167498,0.0265705144517899,0.180189005525505,GBR,POINT (55.944522 -3.189327),University of Edinburgh,1582,445169846.4402048,7725.0,37425.0,2021,30.0,University of Edinburgh,United Kingdom,79.4,67.2,74.7,96.0,38.7,94.6
368,King's College London,United Kingdom,0220mzb33,GB,51.511533,-0.116029,All sciences,2018-2021,30230.0,24638.0,8400.0,6602.0,3199.0,6437.0,0.815018193847172,0.277869665894806,0.218392325504466,0.105822031094939,0.212934171352961,854.280916666674,5667.80051448988,0.0282593753445807,0.18748926610949,GBR,POINT (51.511533 -0.116029),King's College London,1829,350577012.56398326,5720.0,38540.0,2021,35.0,King’s College London,United Kingdom,76.1,57.3,72.4,96.6,43.6,95.4
311,Karolinska Institutet,Sweden,056d84691,SE,59.348148,18.023572,All sciences,2018-2021,29472.0,23601.0,10088.0,7254.0,3259.0,3000.0,0.800793973941368,0.34229098805646,0.246131921824104,0.110579533116178,0.101791530944625,755.609999999986,5174.77763882731,0.0256382328990223,0.175582846051415,SWE,POINT (59.348148 18.023572),Karolinska Institutet,1861,371105701.9415561,2935.0,10299.999999999987,2021,36.0,Karolinska Institute,Sweden,76.0,57.6,72.2,95.8,71.4,87.3
80,Technical University of Munich,Germany,02kkvpp62,DE,48.149653,11.56786,All sciences,2018-2021,25305.0,17192.0,7110.0,4465.0,1779.0,3838.0,0.67939142461964,0.280972139893302,0.176447342422446,0.0703023117960877,0.151669630507805,519.496590909093,3906.90867941785,0.0205294048966249,0.154392755558896,DEU,POINT (48.149653 11.56786),Technical University of Munich,1868,372196130.0,9039.0,44816.0,2021,41.0,Technical University of Munich,Germany,74.8,63.8,73.6,85.0,100.0,74.4
320,Ecole Polytechnique Fédérale de Lausanne,Switzerland,02s376052,CH,46.519093,6.566736,All sciences,2018-2021,15232.0,11693.0,3619.0,2716.0,904.0,4454.0,0.76766018907563,0.237591911764706,0.178308823529412,0.0593487394957983,0.292410714285714,457.298857142863,2943.60875265694,0.0300222463985598,0.193251625043129,CHE,POINT (46.519093 6.566736),Federal Institute of Technology Lausanne,1969,266846770.16927207,1952.0,9987.0,2021,43.0,École Polytechnique Fédérale de Lausanne,Switzerland,74.1,63.9,66.7,85.8,73.3,98.5
440,Université PSL,France,013cjyk83,FR,48.85493,2.337804,All sciences,2018-2021,19291.0,15990.0,4227.0,3705.0,2192.0,5866.0,0.82888393551397,0.219117723290654,0.192058472862993,0.113628116738375,0.304079622621948,427.031202380955,3172.6991747694,0.0221362916583357,0.164465251918999,FRA,POINT (48.85493 2.337804),PSL Research University,2019,,791.0,,2021,46.0,Paris Sciences et Lettres – PSL Research University Paris,France,73.6,71.2,73.0,75.9,61.7,80.6
14,Katholieke Universiteit Leuven,Belgium,05f950310,BE,50.877948,4.700274,All sciences,2018-2021,32641.0,26177.0,7746.0,4300.0,3207.0,10924.0,0.801966851505775,0.237308905977145,0.131736160044116,0.0982506663398793,0.334671119144634,900.248277777772,5612.02708707388,0.0275802909769239,0.171931836863879,BEL,POINT (50.877948 4.700274),KU Leuven,1425,439925645.98,4627.0,50412.0,2021,45.0,KU Leuven,Belgium,73.6,58.7,74.4,86.1,97.2,72.7
122,The University of Manchester,United Kingdom,027m9bs27,GB,53.466863,-2.234012,All sciences,2018-2021,29340.0,24164.0,6772.0,6574.0,2540.0,8278.0,0.823585548738923,0.230811179277437,0.224062713019768,0.0865712338104976,0.28214042263122,714.117023809523,5021.06599091334,0.0243393668646736,0.171133810187912,GBR,POINT (53.466863 -2.234012),University of Manchester,2004,349069334.57422054,5280.0,42550.0,2021,51.0,University of Manchester,United Kingdom,70.9,57.1,66.5,85.6,49.2,91.7
202,University of Amsterdam,Netherlands,04dkp9463,NL,52.355805,4.955683,All sciences,2018-2021,29358.0,24671.0,7314.0,9016.0,3113.0,5228.0,0.840350160092649,0.249131412221541,0.307105388650453,0.106035833503645,0.178077525717011,810.662285714286,5509.4910672612,0.0276129942678073,0.187665749276558,NLD,POINT (52.355805 4.955683),University of Amsterdam,1632,254200000.0,3830.0,41216.0,2021,66.0,University of Amsterdam,Netherlands,68.8,49.1,62.2,92.8,39.9,87.4
208,Leiden University,Netherlands,027bh9e22,NL,52.157162,4.4852,All sciences,2018-2021,23147.0,20283.0,5683.0,6983.0,3373.0,4244.0,0.876269062945522,0.245517777681773,0.301680563355942,0.145720827753057,0.18334989415475,672.707047619039,4287.07451127199,0.0290623859514857,0.185210805342895,NLD,POINT (52.157162 4.4852),Leiden University,1575,198400000.0,3146.0,33704.0,2021,71.0,Leiden University,Netherlands,66.7,45.6,66.0,84.1,72.6,82.2
211,Erasmus University Rotterdam,Netherlands,057w15z03,NL,51.91903,4.525257,All sciences,2018-2021,20520.0,17323.0,5390.0,6442.0,2114.0,3377.0,0.844200779727096,0.262670565302144,0.313937621832359,0.103021442495127,0.164571150097466,601.492412337661,3960.90794070611,0.0293124957279562,0.193026702763455,NLD,POINT (51.91903 4.525257),Erasmus University Rotterdam,1913,205900000.0,1797.0,31271.0,2021,72.0,Erasmus University Rotterdam,Netherlands,66.2,37.9,57.0,97.6,73.6,87.8
323,University of Zurich,Switzerland,02crff812,CH,47.374315,8.550949,All sciences,2018-2021,25651.0,20175.0,7873.0,4424.0,2816.0,5062.0,0.786519044091848,0.306927605161592,0.172468909594168,0.109781295076215,0.197341234259873,728.94659523808,4749.17152991689,0.0284178626657082,0.185145668001906,CHE,POINT (47.374315 8.550949),University of Zurich,1833,270911521.46887434,6543.0,23423.0,2021,74.0,University of Zurich,Switzerland,65.6,50.1,50.4,89.8,64.1,92.1
213,Utrecht University,Netherlands,04pp8hn57,NL,52.090172,5.12257,All sciences,2018-2021,31989.0,26866.0,9051.0,9962.0,2787.0,5066.0,0.839851198849605,0.282941010972522,0.311419550470474,0.0871236987714527,0.158366938635156,929.251928571426,6016.12439828436,0.0290491083988692,0.188068536005638,NLD,POINT (52.090172 5.12257),Utrecht University,1636,297171000.0,4101.0,36932.0,2021,76.0,Utrecht University,Netherlands,65.4,43.0,61.1,89.9,65.7,74.1
100,The University of Warwick,United Kingdom,01a77tt86,GB,52.379272,-1.561481,All sciences,2018-2021,13821.0,11718.0,3107.0,2857.0,1295.0,4459.0,0.847840243108313,0.224802836263657,0.206714420085377,0.0936979958034875,0.322624990955792,331.597404761907,2194.77658750716,0.023992287443883,0.158800129332694,GBR,POINT (52.379272 -1.561481),University of Warwick,1965,173514425.31409958,3160.0,27095.0,2021,77.0,University of Warwick,United Kingdom,65.3,46.7,53.8,90.1,41.6,94.0
88,Eberhard Karls University of Tübingen,Germany,03a1kwz48,DE,48.529492,9.043613,All sciences,2018-2021,13374.0,9420.0,4127.0,2501.0,1153.0,1639.0,0.704351727231943,0.308583819350979,0.187004635860625,0.0862120532376252,0.122551218782713,281.070333333329,2065.38360567109,0.0210161756642238,0.154432750536197,DEU,POINT (48.529492 9.043613),Tübingen University,1477,115004472.0,8183.0,25277.0,2021,79.0,University of Tübingen,Germany,65.2,53.3,59.7,81.9,77.1,64.3
204,Delft University of Technology,Netherlands,02e2c7k09,NL,52.000737,4.371336,All sciences,2018-2021,16992.0,13903.0,3833.0,4742.0,671.0,4657.0,0.81820856873823,0.225576741996233,0.279072504708098,0.0394891713747646,0.274070150659134,347.112138888895,2729.93940249945,0.0204279742754764,0.160660275570825,NLD,POINT (52.000737 4.371336),Delft University of Technology,1842,206096000.0,4269.0,26673.0,2021,78.0,Delft University of Technology,Netherlands,65.2,54.4,71.6,60.0,98.9,92.8
207,University of Groningen,Netherlands,012p63287,NL,53.219308,6.562976,All sciences,2018-2021,24876.0,23985.0,6543.0,7849.0,2439.0,7154.0,0.964182344428365,0.263024602026049,0.315525004019939,0.0980463096960926,0.287586428686284,623.583690476186,4369.24886388511,0.0250676833283561,0.175641134582936,NLD,POINT (53.219308 6.562976),University of Groningen,1614,160518620.0,2943.0,35117.0,2021,80.0,University of Groningen,Netherlands,65.1,41.2,56.2,92.6,69.8,85.1
47,Humboldt-Universität zu Berlin,Germany,01hcx6992,DE,52.517883,13.393666,All sciences,2018-2021,24782.0,18398.0,8137.0,4858.0,2464.0,2939.0,0.742393672827052,0.328343152287951,0.196029376160116,0.0994270034702607,0.118594140908724,668.631476190488,4371.89444192723,0.0269805292627911,0.176414108704997,DEU,POINT (52.517883 13.393666),Humboldt University of Berlin,1809,136908656.0,3789.0,33305.0,2021,81.0,Humboldt University of Berlin,Germany,65.1,60.6,67.8,68.3,37.6,68.3
62,University of Freiburg,Germany,0245cg223,DE,47.993551,7.845832,All sciences,2018-2021,14703.0,10371.0,4479.0,2849.0,1352.0,1691.0,0.70536625178535,0.304631707814732,0.193769978915868,0.0919540229885057,0.115010542066245,336.086754901962,2410.44906670586,0.0228583795757303,0.163942669299181,DEU,POINT (47.993551 7.845832),University of Freiburg,1457,123401875.0,8706.0,22085.0,2021,83.0,University of Freiburg,Germany,64.7,48.4,52.2,87.3,100.0,77.8
32,University of Copenhagen,Denmark,035b05819,DK,55.680224,12.572281,All sciences,2018-2021,36383.0,25279.0,10085.0,5035.0,4839.0,5320.0,0.694802517659346,0.277189896380178,0.138388807959761,0.133001676607207,0.146222136712201,950.39842704519,6122.39005380623,0.0261220467538463,0.168276119446066,DNK,POINT (55.680224 12.572281),University of Copenhagen,1479,458885841.0649455,,36548.0,2021,84.0,University of Copenhagen,Denmark,63.8,49.3,47.3,90.4,50.5,86.4
445,Sorbonne University,France,02en5vm52,FR,48.851123,2.341122,All sciences,2018-2021,39980.0,32694.0,9608.0,7460.0,4765.0,10861.0,0.81775887943972,0.24032016008004,0.186593296648324,0.119184592296148,0.271660830415208,906.584612044822,6259.95507146542,0.0226759532777594,0.15657716536932,FRA,POINT (48.851123 2.341122),,2018,,2492.0,48900.0,2021,89.0,Sorbonne University,France,63.4,63.2,54.5,73.5,36.9,68.5
93,University of Bristol,United Kingdom,0524sp257,GB,51.458444,-2.603033,All sciences,2018-2021,19410.0,17292.0,5264.0,4379.0,1706.0,5943.0,0.890880989180835,0.271200412158681,0.225605358062854,0.087892838742916,0.306182380216383,533.075059523812,3450.91026662938,0.0274639391820614,0.177790328007696,GBR,POINT (51.458444 -2.603033),University of Bristol,1876,263214285.7142857,3595.0,29195.0,2021,91.0,University of Bristol,United Kingdom,63.0,40.3,48.6,95.6,39.8,88.2
316,University of Basel,Switzerland,02s6k3f65,CH,47.560225,7.582664,All sciences,2018-2021,14955.0,11550.0,5055.0,2654.0,1591.0,2250.0,0.772316950852558,0.338014042126379,0.177465730524908,0.106385824139084,0.150451354062187,406.287583333337,2614.92101732289,0.027167340911624,0.174852625698622,CHE,POINT (47.560225 7.582664),University of Basel,1460,277679255.203034,3057.0,10544.0,2021,92.0,University of Basel,Switzerland,62.9,44.0,41.4,91.7,99.7,97.2
107,University of Glasgow,United Kingdom,00vtgdb53,GB,55.872133,-4.288361,All sciences,2018-2021,17403.0,15721.0,4658.0,4454.0,1737.0,4872.0,0.903349997126932,0.267655002011147,0.255932885134747,0.0998103775211171,0.279951732459921,553.566833333332,3369.19228474758,0.0318087015648642,0.193598361474894,GBR,POINT (55.872133 -4.288361),University of Glasgow,1451,343239879.0134946,5255.0,40145.0,2021,93.0,University of Glasgow,United Kingdom,62.9,40.9,48.1,94.3,39.9,92.8
38,University of Helsinki,Finland,040af2s02,FI,60.172699,24.950924,All sciences,2018-2021,22734.0,19877.0,6699.0,5528.0,2098.0,5552.0,0.874329198557227,0.2946687780417,0.243160024632709,0.0922846837336149,0.244215712149204,494.133809523797,3385.56188522109,0.0217354539246853,0.148920642439566,FIN,POINT (60.172699 24.950924),University of Helsinki,1640,228166341.0,4244.470499999996,26115.0,2021,99.0,University of Helsinki,Finland,62.1,42.7,58.3,88.9,37.0,56.1
13,Ghent University,Belgium,00cv9y106,BE,51.046555,3.727929,All sciences,2018-2021,27037.0,18213.0,7105.0,2970.0,2171.0,5967.0,0.673632429633465,0.262788031216481,0.109849465547213,0.0802973702703702,0.220697562599401,619.964000000005,4255.80044913073,0.0229302067537081,0.157406533606936,BEL,POINT (51.046555 3.727929),Ghent University,1817,220222200.0,3407.0,41401.0,2021,103.0,Ghent University,Belgium,61.6,46.6,57.4,79.6,79.9,60.7
309,Lund University,Sweden,012a77v79,SE,55.71196,13.203429,All sciences,2018-2021,23006.0,17539.0,6763.0,6089.0,2013.0,2674.0,0.762366339215857,0.293966791271842,0.264670086064505,0.0874989133269582,0.116230548552552,476.634833333333,3435.37101954865,0.0207178489669361,0.149325003023066,SWE,POINT (55.71196 13.203429),Lund University,1666,348641896.22037154,4765.0,39426.9999999999,2021,104.0,Lund University,Sweden,61.6,39.4,54.5,85.5,79.0,77.0
31,Aarhus University,Denmark,01aj84f44,DK,56.16812,10.202872,All sciences,2018-2021,21868.0,14820.0,5430.0,2799.0,2184.0,4407.0,0.67770257911103,0.248308029998171,0.127995244192427,0.0998719590268886,0.201527345893543,415.881047619048,3153.29793462962,0.0190177907270463,0.144196905735761,DNK,POINT (56.16812 10.202872),Aarhus University,1928,309808390.48003227,,32240.0,2021,106.0,Aarhus University,Denmark,61.4,36.9,56.4,86.2,71.3,76.6
92,University of Birmingham,United Kingdom,03angcq70,GB,52.450817,-1.930556,All sciences,2018-2021,19941.0,16536.0,5446.0,3854.0,1826.0,5410.0,0.829246276515721,0.273105661702021,0.193270146933454,0.0915701318890728,0.271300335991174,501.469476190476,3597.15409020685,0.0251476594047679,0.180389854581358,GBR,POINT (52.450817 -1.930556),University of Birmingham,1900,277352256.86365753,4100.0,35035.0,2021,107.0,University of Birmingham,United Kingdom,61.3,40.3,45.5,92.6,40.1,90.2
43,RWTH Aachen University,Germany,04xfq0f34,DE,50.780091,6.065676,All sciences,2018-2021,18377.0,11189.0,4873.0,3100.0,911.0,2305.0,0.608858899711596,0.265168417043043,0.168689122272406,0.0495728356097296,0.125428524786418,250.527423076921,2403.4312189868,0.0136326616464559,0.130784742829994,DEU,POINT (50.780091 6.065676),Aachen University,1870,331486145.0,8152.0,44095.0,2021,108.0,RWTH Aachen University,Germany,61.3,55.8,62.4,62.9,98.0,60.1
317,University of Bern,Switzerland,02k7v4d05,CH,46.950394,7.438033,All sciences,2018-2021,19352.0,15009.0,6015.0,3522.0,2249.0,3223.0,0.775578751550227,0.310820587019429,0.181996692848284,0.116215378255477,0.166546093427036,575.28266666667,3437.1788644206,0.0297272977814526,0.177613624660014,CHE,POINT (46.950394 7.438033),University of Bern,1834,285140972.2319859,2573.0,14940.0,2021,109.0,University of Bern,Switzerland,61.2,44.9,42.8,87.4,84.7,87.1
403,Queen Mary University of London,United Kingdom,026zzn846,GB,51.52406,-0.040364,All sciences,2018-2021,13936.0,11643.0,3642.0,2698.0,1444.0,3859.0,0.835462112514351,0.261337543053961,0.193599311136625,0.10361653272101,0.276908725602755,450.14730402932,2801.0077332527,0.0323010407598536,0.200990796014115,GBR,POINT (51.52406 -0.040364),Queen Mary University of London,1887,165400186.13308516,3305.0,24650.0,2021,110.0,Queen Mary University of London,United Kingdom,61.1,34.9,43.6,97.4,41.5,96.8
315,Uppsala University,Sweden,048a87296,SE,59.850906,17.630009,All sciences,2018-2021,20906.0,16159.0,6076.0,5800.0,1736.0,2547.0,0.772935999234669,0.290634267674352,0.277432316081508,0.083038362192672,0.121831053286138,393.132111111095,3062.81371110959,0.0188047503640627,0.146504051999885,SWE,POINT (59.850906 17.630009),Uppsala University,1477,248764598.6300695,4061.0,46381.9999999999,2021,112.0,Uppsala University,Sweden,61.0,39.2,55.3,84.8,72.4,72.2
51,University of Bonn,Germany,041nas322,DE,50.726758,7.086587,All sciences,2018-2021,13286.0,9569.0,3882.0,2645.0,1299.0,1743.0,0.720231822971549,0.292187264790004,0.199081740177631,0.0977720909227758,0.131190727081138,308.859666666668,2040.06994869715,0.023247001856591,0.153550349894411,DEU,POINT (50.726758 7.086587),University of Bonn,1818,112934820.0,6966.0,33117.0,2021,114.0,University of Bonn,Germany,60.9,48.6,49.8,84.9,52.7,61.7
203,Vrije Universiteit Amsterdam,Netherlands,008xxew50,NL,52.333744,4.86572,All sciences,2018-2021,20131.0,17504.0,5686.0,6097.0,1526.0,4195.0,0.869504743927276,0.2824499528091,0.30286622621827,0.0758034871591078,0.208385077740798,557.508119047608,3658.30218826879,0.0276940101856643,0.181724811895524,NLD,POINT (52.333744 4.86572),VU University Amsterdam,1880,89948000.0,2966.0,31514.0,2021,116.0,Vrije Universiteit Amsterdam,Netherlands,60.8,38.2,52.1,89.3,57.5,73.1
46,Freie Universität Berlin,Germany,046ak2485,DE,52.452533,13.289636,All sciences,2018-2021,26119.0,19151.0,8384.0,5021.0,2576.0,3170.0,0.7332210268387,0.320992381025307,0.192235537348291,0.0986255216509055,0.121367586814197,706.634309523813,4568.39970804907,0.0270544166899121,0.17490714453268,DEU,POINT (52.452533 13.289636),Free University of Berlin,1948,128946820.0,4176.0,33958.0,2021,119.0,Free University of Berlin,Germany,60.4,56.8,64.4,58.4,42.0,73.3
209,Maastricht University,Netherlands,02jz4aj89,NL,50.847035,5.686007,All sciences,2018-2021,17114.0,14619.0,5129.0,4727.0,1653.0,3110.0,0.854212925090569,0.299696155194578,0.276206614467687,0.0965875891083324,0.181722566319972,413.313678571426,2936.40115076426,0.0241506181238416,0.171578891595434,NLD,POINT (50.847035 5.686007),Maastricht University,1976,118746000.0,2729.0,20981.0,2021,122.0,Maastricht University,Netherlands,60.0,39.9,49.1,79.7,82.1,98.0
132,The University of Sheffield,United Kingdom,05krs5044,GB,53.380954,-1.488033,All sciences,2018-2021,17024.0,14554.0,4027.0,3687.0,1388.0,5452.0,0.854910714285714,0.236548402255639,0.216576597744361,0.081531954887218,0.320253759398496,390.954968253973,2864.61877351642,0.0229649299961215,0.168269429835316,GBR,POINT (53.380954 -1.488033),University of Sheffield,1828,271888087.48255,3610.0,28510.0,2021,123.0,University of Sheffield,United Kingdom,60.0,45.0,47.4,81.8,46.5,87.7
217,University of Oslo,Norway,01xtthb56,NO,59.939959,10.721685,All sciences,2018-2021,23438.0,19535.0,6877.0,5546.0,2315.0,4797.0,0.833475552521546,0.29341240720198,0.236624285348579,0.0987712262138408,0.204667633757147,546.197428571433,3763.49041745393,0.0233039264686165,0.160572165605168,NOR,POINT (59.939959 10.721685),University of Oslo,1811,207457796.9753919,3907.0,22094.0,2021,127.0,University of Oslo,Norway,59.4,39.5,44.2,91.5,40.4,78.1
133,University of Southampton,United Kingdom,01ryk1543,GB,50.935762,-1.396735,All sciences,2018-2021,18955.0,16980.0,4786.0,3876.0,1730.0,6588.0,0.895805855974677,0.252492745977315,0.204484304932735,0.091268794513321,0.347560010551306,499.561035714286,3197.93129419259,0.0263551060783058,0.168711753848198,GBR,POINT (50.935762 -1.396735),University of Southampton,1862,198243369.0088413,2595.0,21935.0,2021,128.0,University of Southampton,United Kingdom,59.4,39.4,42.5,89.0,41.2,94.5
64,Georg-August-Universität Göttingen,Germany,01y9bpm73,DE,51.540845,9.937443,All sciences,2018-2021,13419.0,9586.0,4104.0,2713.0,1129.0,1640.0,0.714360235486996,0.305835010060362,0.202176019077427,0.0841344362471123,0.122214770102094,325.040476190464,2268.57949358039,0.0242224067509102,0.169057269064788,DEU,POINT (51.540845 9.937443),Georg August Göttingen University,1734,108490536.0,5161.0,24594.0,2021,130.0,University of Göttingen,Germany,59.0,47.6,48.5,82.1,36.4,61.8
138,University of York,United Kingdom,04m01e293,GB,53.945546,-1.05621,All sciences,2018-2021,11006.0,9635.0,2920.0,2436.0,691.0,3588.0,0.875431582773033,0.265309831001272,0.221333817917499,0.0627839360348901,0.326003997819371,263.541456349204,1831.96621544913,0.0239452531663824,0.166451591445496,GBR,POINT (53.945546 -1.05621),University of York,1963,96976500.69799906,2295.0,21995.0,2021,134.0,University of York,United Kingdom,58.8,39.0,44.8,87.9,35.2,86.0
66,Universität Hamburg,Germany,00g30e956,DE,53.566609,9.984555,All sciences,2018-2021,21238.0,14799.0,6124.0,4058.0,2024.0,2593.0,0.696817026085319,0.288351068838874,0.191072605706752,0.0953008757886807,0.122092475751012,441.755928571428,3250.80609134962,0.0208002603150686,0.153065547196046,DEU,POINT (53.566609 9.984555),University of Hamburg,1919,146250684.0,8361.0,38085.0,2021,135.0,University of Hamburg,Germany,58.6,45.0,53.9,74.1,93.7,58.7
437,Université Paris Cité (EPE),France,05f82e368,FR,48.851992,2.340123,All sciences,2018-2021,38195.0,29963.0,9649.0,7303.0,5476.0,7535.0,0.78447440764498,0.252624689095431,0.191203037046734,0.143369550988349,0.197277130514465,989.759304324761,6535.84789815069,0.0259133212285577,0.171117892345875,FRA,POINT (48.851992 2.340123),University of Paris,2019,,2613.0,62489.0,2021,137.0,University of Paris,France,58.4,50.8,38.2,86.3,33.3,66.4
355,Lancaster University,United Kingdom,04f2nsd36,GB,54.0104,-2.787783,All sciences,2018-2021,8429.0,7532.0,1790.0,1791.0,585.0,3366.0,0.893581682287341,0.212362083283901,0.212480721319255,0.0694032506821687,0.399335627002017,190.825964285714,1404.88958990656,0.0226392174974154,0.16667334083599,GBR,POINT (54.0104 -2.787783),University of Lancaster,1964,78010702.65239646,2240.0,16225.0,2021,136.0,Lancaster University,United Kingdom,58.4,36.8,40.5,90.9,35.2,94.6
210,Radboud University,Netherlands,016xsfp80,NL,51.819335,5.856813,All sciences,2018-2021,23394.0,19400.0,6260.0,7026.0,2276.0,3838.0,0.829272463024707,0.267589980336838,0.30033341882534,0.0972899033940327,0.164059160468496,643.085309523811,4181.27781883126,0.0274893267300937,0.178732915227463,NLD,POINT (51.819335 5.856813),Radboud University Nijmegen,1923,217175000.0,2485.0,24136.0,2021,138.0,Radboud University Nijmegen,Netherlands,58.4,33.7,50.0,88.6,48.0,73.9
89,Julius-Maximilians-Universität Würzburg,Germany,00fbnyb24,DE,49.784068,9.968808,All sciences,2018-2021,10976.0,7327.0,3094.0,1977.0,875.0,1381.0,0.667547376093294,0.281887755102041,0.180120262390671,0.079719387755102,0.125819970845481,251.984666666671,1757.0445384789,0.0229577866861034,0.160080588418267,DEU,POINT (49.784068 9.968808),University of Würzburg,1402,83307998.0,6035.0,25210.0,2021,144.0,University of Würzburg,Germany,58.2,39.3,43.0,90.5,70.2,61.5
379,Ulm University,Germany,032000t02,DE,48.423501,9.953092,All sciences,2018-2021,8183.0,5817.0,2744.0,1389.0,693.0,991.0,0.710863986313088,0.335329341317365,0.169742148356349,0.0846877673224979,0.121104729316876,173.469583333335,1239.47413124134,0.0211987759175528,0.151469403793393,DEU,POINT (48.423501 9.953092),Ulm University,1967,46618563.0,3379.0,8707.0,2021,143.0,Ulm University,Germany,58.2,40.0,37.9,94.9,82.0,57.4
48,Technische Universität Berlin,Germany,03v4gjf40,DE,52.512539,13.326891,All sciences,2018-2021,9021.0,5720.0,2170.0,1589.0,420.0,1541.0,0.634076044784392,0.240549828178694,0.176144551601818,0.0465580312603924,0.170823633743487,153.016190476191,1178.66067421673,0.0169622204274682,0.130657429798994,DEU,POINT (52.512539 13.326891),Technical University of Berlin,1879,167917403.0,4596.0,32735.0,2021,142.0,Technical University of Berlin,Germany,58.2,51.2,55.9,62.3,93.9,66.9
74,University of Cologne,Germany,00rcxh774,DE,50.924471,6.921569,All sciences,2018-2021,13450.0,9559.0,3611.0,2700.0,1426.0,1822.0,0.710706319702602,0.268475836431227,0.200743494423792,0.106022304832714,0.13546468401487,313.921200854701,2128.40814888194,0.0233398662345503,0.15824595902468,DEU,POINT (50.924471 6.921569),University of Cologne,1388,102802613.0,8190.0,48514.0,2021,145.0,University of Cologne,Germany,58.0,42.9,44.8,81.6,79.6,69.6
319,University of Geneva,Switzerland,01swzsf04,CH,46.199392,6.14488,All sciences,2018-2021,15837.0,12440.0,4505.0,2852.0,2087.0,2996.0,0.785502304729431,0.284460440740039,0.180084611984593,0.131780008840058,0.189177243164741,382.259642857143,2747.00873160717,0.0241371246357986,0.173455119757983,CHE,POINT (46.199392 6.14488),University of Geneva,1835,222546840.60678935,2610.0,16242.0,2021,150.0,University of Geneva,Switzerland,57.6,35.2,45.4,80.6,72.8,98.3
